Month, intern pass,year,melanoma,month,SP500,date,IBM stock,time,Internet traf,year,IP US,month,Mauna loa,year,swrdish fert,month,deaths,seatbelt law,month,milk prod,year,sunspot,Quarter,Quar Austr n
,,,,,,,,2005-07-17 15:00:00,76585391928,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 16:00:00,89988697101,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 17:00:00,93194053770,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 18:00:00,97382191787,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 19:00:00,96117371087,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 20:00:00,94077327632,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 21:00:00,94066358752,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 22:00:00,91308016990,,,,,,,,,,,,,,,
,,,,,,,,2005-07-17 23:00:00,81990129700,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 00:00:00,64234716530,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 01:00:00,50767959441,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 02:00:00,45177454672,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 03:00:00,41524708075,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 04:00:00,37812073722,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 05:00:00,33895201299,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 06:00:00,29348020016,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 07:00:00,25622113073,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 08:00:00,22175786673,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 09:00:00,22349838495,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 10:00:00,19667339301,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 11:00:00,19857761059,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 12:00:00,22348110123,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 13:00:00,33309935263,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 14:00:00,58242854374,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 15:00:00,78915317963,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 16:00:00,89615207202,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 17:00:00,96161587336,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 18:00:00,94481761850,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 19:00:00,94865599606,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 20:00:00,96583677005,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 21:00:00,94686427375,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 22:00:00,86711211169,,,,,,,,,,,,,,,
,,,,,,,,2005-07-18 23:00:00,74569387128,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 00:00:00,55604439987,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 01:00:00,48298392806,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 02:00:00,47427086298,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 03:00:00,44503593367,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 04:00:00,38808412121,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 05:00:00,32341484208,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 06:00:00,26934482419,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 07:00:00,23596997935,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 08:00:00,20965178114,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 09:00:00,19100967836,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 10:00:00,17988514570,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 11:00:00,21503570237,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 12:00:00,26229146766,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 13:00:00,43835426773,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 14:00:00,68175998866,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 15:00:00,84450039515,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 16:00:00,92556367815,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 17:00:00,96911223062,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 18:00:00,92819380550,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 19:00:00,92939035290,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 20:00:00,92221160709,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 21:00:00,89441701389,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 22:00:00,78901311402,,,,,,,,,,,,,,,
,,,,,,,,2005-07-19 23:00:00,63437771613,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 00:00:00,51069589112,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 01:00:00,45726339223,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 02:00:00,44515367345,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 03:00:00,40762926849,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 04:00:00,34982134952,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 05:00:00,29127172218,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 06:00:00,23634627230,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 07:00:00,18480552168,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 08:00:00,17982453518,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 09:00:00,17351783110,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 10:00:00,16497151281,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 11:00:00,18730817768,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 12:00:00,25932611103,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 13:00:00,39150805077,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 14:00:00,51777890693,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 15:00:00,57367307397,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 16:00:00,62037590132,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 17:00:00,61472448101,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 18:00:00,62121645184,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 19:00:00,62872633858,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 20:00:00,60188527856,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 21:00:00,58278688959,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 22:00:00,57343086568,,,,,,,,,,,,,,,
,,,,,,,,2005-07-20 23:00:00,54503955198,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 00:00:00,44788105636,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 01:00:00,42968440538,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 02:00:00,40078299728,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 03:00:00,36290223306,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 04:00:00,34109130134,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 05:00:00,25695881218,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 06:00:00,23379724663,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 07:00:00,21104603783,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 08:00:00,20576416229,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 09:00:00,19962475757,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 10:00:00,19470725630,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 11:00:00,22476745270,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 12:00:00,35850723922,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 13:00:00,58020922980,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 14:00:00,73141909567,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 15:00:00,80643120828,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 16:00:00,86148636887,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 17:00:00,82988357519,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 18:00:00,82284139236,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 19:00:00,81316717503,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 20:00:00,73734934224,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 21:00:00,63820256285,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 22:00:00,52299967164,,,,,,,,,,,,,,,
,,,,,,,,2005-07-21 23:00:00,42339956158,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 00:00:00,38237747487,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 01:00:00,35559813102,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 02:00:00,33597899791,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 03:00:00,30905266996,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 04:00:00,27713368039,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 05:00:00,26200369285,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 06:00:00,21958407297,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 07:00:00,20175180479,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 08:00:00,19165447162,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 09:00:00,16644366232,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 10:00:00,16278337987,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 11:00:00,16742354809,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 12:00:00,18716663478,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 13:00:00,22497594924,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 14:00:00,25526348130,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 15:00:00,29704462644,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 16:00:00,31322822735,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 17:00:00,32698863456,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 18:00:00,31763644902,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 19:00:00,31045472739,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 20:00:00,30581786232,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 21:00:00,29983816476,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 22:00:00,31896057571,,,,,,,,,,,,,,,
,,,,,,,,2005-07-22 23:00:00,30882187833,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 00:00:00,31251819039,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 01:00:00,32258355131,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 02:00:00,29359973855,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 03:00:00,26185236789,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 04:00:00,23469348786,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 05:00:00,22309693844,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 06:00:00,20075397354,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 07:00:00,19221691098,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 08:00:00,17832653323,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 09:00:00,16883076119,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 10:00:00,16167688153,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 11:00:00,16578844817,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 12:00:00,18484792349,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 13:00:00,22663018596,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 14:00:00,26276500498,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 15:00:00,29918449078,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 16:00:00,31326197580,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 17:00:00,32436577747,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 18:00:00,32994264257,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 19:00:00,34141042456,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 20:00:00,34842292936,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 21:00:00,34268417853,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 22:00:00,37810905726,,,,,,,,,,,,,,,
,,,,,,,,2005-07-23 23:00:00,37837588841,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 00:00:00,36644275698,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 01:00:00,34820684299,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 02:00:00,30809538536,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 03:00:00,27033229722,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 04:00:00,23205147479,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 05:00:00,19664695104,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 06:00:00,19058262633,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 07:00:00,18348345343,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 08:00:00,17126658258,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 09:00:00,18792841995,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 10:00:00,22304807063,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 11:00:00,38424801971,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 12:00:00,61854579030,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 13:00:00,77562271197,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 14:00:00,85783375658,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 15:00:00,85632719404,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 16:00:00,88732246236,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 17:00:00,89275543506,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 18:00:00,88220756885,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 19:00:00,83875258110,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 20:00:00,73567715392,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 21:00:00,57914144265,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 22:00:00,47824744948,,,,,,,,,,,,,,,
,,,,,,,,2005-07-24 23:00:00,43034695326,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 00:00:00,40741178587,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 01:00:00,38017775954,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 02:00:00,36729736233,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 03:00:00,27752909668,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 04:00:00,24481823920,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 05:00:00,20558402612,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 06:00:00,20979267099,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 07:00:00,19569674304,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 08:00:00,18334940266,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 09:00:00,20251644171,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 10:00:00,30493030256,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 11:00:00,50027887375,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 12:00:00,69545662354,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 13:00:00,79581041534,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 14:00:00,84760794806,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 15:00:00,85132217481,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 16:00:00,84637123308,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 17:00:00,86180577242,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 18:00:00,86625195423,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 19:00:00,79993334656,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 20:00:00,67410530584,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 21:00:00,54022708941,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 22:00:00,46295140933,,,,,,,,,,,,,,,
,,,,,,,,2005-07-25 23:00:00,44276871634,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 00:00:00,43830147434,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 01:00:00,38076968971,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 02:00:00,34264097050,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 03:00:00,27527284100,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 04:00:00,23723753826,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 05:00:00,21139969709,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 06:00:00,20481178071,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 07:00:00,18891728164,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 08:00:00,22126855232,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 09:00:00,23834352150,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 10:00:00,38270572455,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 11:00:00,57989706046,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 12:00:00,73827420458,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 13:00:00,81738978270,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 14:00:00,83019998179,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 15:00:00,79744882229,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 16:00:00,81718180657,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 17:00:00,82160603679,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 18:00:00,79782104072,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 19:00:00,71501856320,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 20:00:00,56078030507,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 21:00:00,43557871339,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 22:00:00,40830687047,,,,,,,,,,,,,,,
,,,,,,,,2005-07-26 23:00:00,39510393783,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 00:00:00,37649064222,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 01:00:00,33989833930,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 02:00:00,29427683147,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 03:00:00,25700932251,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 04:00:00,20035596765,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 05:00:00,19188736058,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 06:00:00,18747469374,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 07:00:00,18414293202,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 08:00:00,21449745576,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 09:00:00,28494310088,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 10:00:00,45979741068,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 11:00:00,65300392265,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 12:00:00,75395673554,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 13:00:00,76030987234,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 14:00:00,78778072390,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 15:00:00,80283723372,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 16:00:00,81380717109,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 17:00:00,78324863891,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 18:00:00,74337632920,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 19:00:00,64392893786,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 20:00:00,50929384433,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 21:00:00,43561191417,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 22:00:00,38845437333,,,,,,,,,,,,,,,
,,,,,,,,2005-07-27 23:00:00,37257974284,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 00:00:00,35351585979,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 01:00:00,30903688960,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 02:00:00,26751410412,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 03:00:00,22172601194,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 04:00:00,20373983107,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 05:00:00,20400130074,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 06:00:00,18891927826,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 07:00:00,21366429175,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 08:00:00,21380858488,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 09:00:00,31093052729,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 10:00:00,51528036132,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 11:00:00,69610584123,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 12:00:00,76364975533,,,,,,,,,,,,,,,
,,,,,,,,2005-07-28 13:00:00,81281257078,,,,,,,,,,,,,,,
